PGE_valley,PGE_bay,SCE,SDGE,Oasis,ICE,
39.38586667,39.7474,38.29804583,49.36009167,4.54E+01,45.9575,
39.9388,39.7474,38.17424583,49.18986667,4.48E+01,45.9575,
39.9388,39.7474,37.8828,48.98869167,4.31E+01,45.9575,
42.0442,42.2994,46.5874875,51.7870875,4.74E+01,51.33,
44.712,44.6472,48.54831667,54.6601,4.80E+01,52.48,
49.8043,46.5764,50.8654875,53.79735,4.52E+01,51.53,
53.82,50.154,57.34452083,61.74246667,4.96E+01,51.42,
45.1415,42.6755,49.284,54.081975,5.09E+01,56.1125,
42.90097917,42.6755,41.661075,53.71845,4.55E+01,56.1125,
42.881,42.6755,40.617675,52.56405,4.33E+01,56.1125,
37.9356,37.7538,43.3206,47.8038125,4.81E+01,51.0025,
38.6174,37.34285,42.06195,46.2459375,4.99E+01,49.895,
40.71,40.651,44.1168875,46.55553333,4.57E+01,51.12,
39.9354,41.7534,45.31884583,47.86006667,4.47E+01,51.12,
41.055,38.2585,43.4904,46.9632,4.45E+01,48.4425,
37.247,37.0685,39.3696,46.4544,4.52E+01,48.4425,
37.247,37.0685,42.2832,46.3488,4.71E+01,48.4425,
37.247,38.2585,44.3784,46.7112,4.98E+01,50.4425,
36.482,39.962,42.3484875,45.6841,4.98E+01,50.9075,
38.4197,36.3209,41.41875,45.7968,5.01E+01,53.03,
37.6488,40.0309,41.707425,45.40023333,5.02E+01,54.3625,
39.2764,37.23013333,43.4264625,47.12887917,4.81E+01,50.0725,
39.2764,37.1308,39.31293333,47.02790417,4.51E+01,50.0725,
39.0827,37.1308,37.505,46.3114625,4.71E+01,50.0725,
39.8695,41.6845,43.591075,47.47576667,5.11E+01,53.81,
43.542,43.22241667,43.124775,46.49843333,4.72E+01,54.2675,
39.399,39.3419,40.5306,44.9512,4.71E+01,51.75,
38.709,38.6529,40.670325,44.19106667,4.63E+01,51.75,
36.5745,35.6865,40.3608,43.42493333,4.58E+01,47.87,
34.9095,34.5765,39.88286667,43.5232,4.20E+01,47.87,
33.3,33.378625,33.41736667,43.3557,4.28E+01,47.87,
36.8381,34.8257,33.7815,43.7355,4.53E+01,49.0275,
37.9584,35.8848,34.64307917,44.880275,4.58E+01,49.305,
38.222,36.134,38.405125,45.0857,4.63E+01,51.01,
39.744,37.0368,34.76144167,45.0543375,4.71E+01,51.42,
38.881,40.70754167,36.8794625,46.12728333,4.55E+01,49.785,
36.934,36.757,38.96599167,45.99880833,4.35E+01,49.785,
40.71,40.651,41.64493333,45.94884583,4.28E+01,49.785,
39.6718,40.04303333,42.923375,47.179275,4.46E+01,51.8175,
36.6707,40.1687,40.5845,45.62055,4.56E+01,50.2125,
36.1202,35.9471,41.303625,45.032925,5.03E+01,48.77,
38.3538,37.589925,41.54705417,45.870425,5.00E+01,48.77,
38.0243,39.7553,42.82185,45.15615,4.42E+01,49.455,
39.813,39.7553,41.429175,45.18405,4.03E+01,49.455,
36.1202,37.1011,34.6983,44.902725,3.99E+01,49.455,
38.0243,37.1011,34.947075,45.135225,4.43E+01,50.99,
37.1844,37.0062,37.01322917,46.21083333,4.34E+01,48.04,
36.0576,35.8848,38.13129167,44.82225417,4.25E+01,49.475,
37.4971,37.7247,40.68625,44.23375,4.22E+01,46.5925,
35.5201,35.79409167,40.3,42.38216667,4.26E+01,44.51,
33.7414,33.5797,31.43183333,41.69966667,4.11E+01,44.51,
32.34,33.5258,32.24866667,41.899,4.13E+01,44.51,
32.6146,35.8969,38.905,40.87953333,4.28E+01,44.5525,
32.552,34.48683333,36.5396,40.8335875,4.35E+01,44.985,
32.552,33.06333333,37.4810625,40.8335875,4.37E+01,46.0325,
35.397,35.3457,38.285,40.378325,4.07E+01,46.0325,
31.7645,31.83604167,34.139475,39.4632,4.18E+01,44.7275,
31.7645,31.4615,35.4456,39.3741,4.03E+01,44.7275,
31.613,31.4615,30.051,39.1473,3.71E+01,44.7275,
32.0512,35.2768,36.11635833,39.55914167,4.04E+01,44.1525,
31.7382,33.669025,31.3357,38.86513333,4.19E+01,43.74,
31.613,31.4615,35.80605,39.4632,4.01E+01,44.53,
31.683275,31.5861,33.1962,39.27586667,3.90E+01,44.2475,
30.361,30.58935417,31.64916667,37.99453333,4.15E+01,42.7075,
30.361,30.2155,28.897825,37.8392,4.00E+01,42.7075,
30.361,30.2155,28.222125,37.39261667,3.81E+01,42.7075,
29.81148333,29.6548,34.4977875,37.21503333,4.40E+01,43.88,
29.996,30.644,34.540425,41.32096667,4.38E+01,47.5825,
29.6098,29.4679,34.91638333,37.029375,4.51E+01,48.5525,
29.7976,29.6548,33.79134167,37.24740417,4.58E+01,48.1575,
27.2368,28.9072,27.73647917,36.134,4.23E+01,46.2825,
27.26193333,28.9072,30.46395833,36.134,3.92E+01,46.2825,
27.26193333,28.9072,27.05785417,35.65191667,3.99E+01,46.2825,
22.96171667,27.85785,27.46310833,35.6468,4.53E+01,45.3875,
30.5885,29.40543333,34.68453333,38.20133333,4.30E+01,49.0575,
28.5456,28.4088,33.8675,37.3635,4.55E+01,47.475,
28.0448,27.9104,33.201025,34.8348,3.93E+01,47.7525,
23.203875,26.789,25.7697,33.3732,4.12E+01,42.005,
25.241,26.789,25.368975,33.3303875,3.86E+01,42.005,
23.091,26.789,24.8226875,33.0307,3.44E+01,42.005,
27.00574167,26.8513,28.6546,33.4544,4.03E+01,41.8575,
27.3562,27.2251,31.56945,33.76743333,4.09E+01,43.3925,
25.32304583,26.8513,30.79013333,33.4544,3.96E+01,44.2025,
25.241,27.78875,28.314475,33.3732,3.65E+01,44.4025,
5.833333333,25.06353333,25.2054,32.38445,3.60E+01,41.765,
22.828725,26.2283,27.8117,32.6424,3.15E+01,41.765,
22.028,25.41436667,24.4081,32.5553,3.60E+01,41.765,
24.1844,25.6676,24.6296375,31.9116,4.04E+01,42.5,
25.5408,25.6275,24.19255833,31.5868,3.53E+01,43.4575,
26.37148333,26.36093333,29.30481667,32.7236,3.59E+01,41.3675,
21.5337,24.37411667,25.98555,31.0184,3.96E+01,39.9125,
21.5337,24.9823,22.88816667,30.8847,3.50E+01,39.9125,
7.005,24.9823,22.90726667,30.72871667,3.27E+01,39.9125,
21.764275,24.34738333,23.03778333,30.66823333,2.89E+01,39.9125,
26.48401667,26.2906,24.50407917,32.54896667,3.18E+01,40.4725,
26.16970833,27.7235,26.6321,34.546825,3.62E+01,39.0675,
32.2506,27.2251,28.38916667,33.9416,4.02E+01,41.6325,
26.3546,26.2283,25.133375,32.6424,3.88E+01,42.6825,
26.2294,26.1037,23.935,32.09,3.68E+01,41.36,
24.8467,26.1037,23.38666667,32.1,3.52E+01,41.36,
15.09385417,25.39489167,8.025,31.65833333,3.19E+01,41.36,
27.2357,29.8337,24.772725,33.228675,3.84E+01,42.0675,
26.7954,27.3918,25.09324583,32.96360833,3.90E+01,41.785,
27.7944,27.6612,26.169375,34.00354167,3.99E+01,41.89,
28.836,27.74945833,25.632775,34.17585,3.72E+01,44.0325,
25.0062,26.623225,25.07798333,33.00430833,3.45E+01,38.675,
5.833333333,26.4972,24.3538625,32.82794167,3.47E+01,38.675,
22.8762,26.27,23.92312083,33.00430833,3.02E+01,38.675,
26.9806,26.8513,30.4056,33.4544,3.30E+01,39.265,
24.7714,26.2906,29.7414,32.5976625,3.70E+01,36.9975,
24.9475,26.4775,25.339475,32.79803333,3.36E+01,36.4725,
22.7688,25.92053333,24.7033125,32.8438125,3.42E+01,37.0275,
23.52765,30.58903333,28.773,33.7300875,3.30E+01,34.7975,
5,29.45543333,7.976475,33.175825,2.89E+01,34.7975,
4.166666667,28.69243333,24.5196,33.2488,2.88E+01,34.7975,
24.39105,28.0014,27.1491,35.26604583,3.27E+01,36.8175,
27.9822,27.8481,26.8356,34.89448333,3.12E+01,37.8925,
24.0576,27.9104,26.129675,34.7901125,3.31E+01,35.7575,
24.3261,27.787775,25.92065,35.14676667,3.22E+01,35.7575,
5.833333333,26.3106,23.27376667,32.16008333,3.22E+01,35.14,
0,30.367875,4.166666667,13.16711667,2.68E+01,32.955,
0,25.4646,4.583333333,14.17366667,2.66E+01,32.955,
22.2855,25.823375,24.8292,32.1552,3.07E+01,37.2425,
22.8225,25.84708333,25.4562,32.840325,3.22E+01,33.8925,
23.0373,26.7267,24.83575,33.11775,3.11E+01,35.9425,
26.6676,26.5398,24.41660833,33.38247917,3.01E+01,34.9925,
22.554,26.124,23.97645833,31.99645833,3.53E+01,31.1025,
6.25,27.797,23.2429625,32.38075,3.01E+01,31.1025,
5,24.9445,4.583333333,31.09922083,2.73E+01,31.1025,
23.4669,27.2251,4.583333333,33.78659167,3.20E+01,33.955,
23.8428,27.6168,8.122916667,33.81229167,3.20E+01,34.3775,
6.950833333,27.8481,25.46243333,34.24356667,3.26E+01,34.8075,
5.833333333,28.03558333,25.24076667,35.752,3.20E+01,35.3625,
24.4872,28.3632,25.17484167,35.123875,3.26E+01,34.2175,
5.416666667,28.3062,25.22218333,35.0310125,3.16E+01,34.2175,
5.833333333,27.873,11.87051667,34.98367083,2.98E+01,34.2175,
27.1781,28.8449,27.00075,35.4793,3.48E+01,35.585,
5,28.6211,27.60401667,36.49523333,3.14E+01,35.84,
5,32.412725,26.67785,35.13855,3.13E+01,35.645,
5,26.110875,25.742,34.08353333,3.07E+01,33.5525,
5,33.2201625,4.166666667,35.09281667,2.69E+01,32.22,
0,28.2405375,0,32.80874167,2.60E+01,32.22,
0.833333333,26.6952,4.583333333,33.47515,2.35E+01,32.22,
5,29.51024583,25.4562,33.9416,2.65E+01,33.3325,
5,29.02044167,24.48783333,33.9416,3.27E+01,31.7925,
26.2976,27.9104,26.169,34.749,2.90E+01,33.6275,
5,27.9169,25.4394,34.5636,3.17E+01,33.6275,
5,28.1175,26.8569,35.8092,3.07E+01,30.685,
0,27.95266667,0.416666667,34.372275,3.07E+01,30.685,
0,30.6475,4.166666667,34.225275,2.85E+01,30.685,
2.5,27.91816667,6.725858333,34.2271125,2.55E+01,30.685,
5.416666667,29.1564,27.29732917,36.26049167,2.38E+01,35.05,
5.735833333,28.19015,26.962,35.83146667,2.85E+01,33.085,
4.583333333,29.12145833,27.7704,36.5674,2.87E+01,32.6575,
6.25,30.24465,28.623,24.22608333,2.75E+01,34.9475,
6.25,29.678225,27.636,37.09670833,2.68E+01,34.9475,
5,29.73935,23.71616667,37.25533333,2.67E+01,34.9475,
26.68273333,30.6404,29.9079,38.338875,2.27E+01,41.5425,
7.128333333,32.2714,34.93,40.5188,2.67E+01,35.175,
5,30.3576,29.585,40.643,2.53E+01,35.7175,
5,29.92768333,29.1102,38.8136,2.21E+01,33.0925,
5.833333333,30.8637,28.1064,38.60646667,2.48E+01,28.82,
5.416666667,30.93825,28.1064,38.51485,2.16E+01,28.82,
0.833333333,30.81814167,1.25,37.11271667,2.32E+01,28.82,
12.7927,33.91655,30.8511,39.8349,2.80E+01,36.8825,
5.416666667,33.4485,32.6667,41.85366667,2.78E+01,35.8425,
5,33.3601,31.8507,42.5918125,2.94E+01,35.0625,
4.583333333,33.2316,31.964,41.8676,2.84E+01,35.57,
5,41.61885,30.9876,42.58599167,2.84E+01,32.8025,
1.25,35.692475,4.583333333,40.9149625,1.94E+01,32.8025,
0.416666667,34.2069,0.416666667,40.80736667,2.11E+01,32.8025,
5,33.14773333,30.87,41.549375,2.66E+01,36.585,
5.416666667,31.4158,30.2673,39.33340833,3.03E+01,36.465,
5,31.957425,29.75208333,39.81041667,3.09E+01,36.9325,
5.833333333,31.85150833,30.378,40.16785,2.97E+01,35.7475,
5.416666667,34.7536125,30.134,39.51588333,3.17E+01,33.2025,
4.733395833,33.451875,4.939716667,38.69049167,2.82E+01,33.2025,
5,31.630725,26.7053,41.22224167,2.77E+01,33.2025,
26.86839167,33.45283333,31.7563125,39.12975,3.49E+01,39.4275,
29.1739,31.43110833,33.46,38.37543333,3.32E+01,40.2425,
5,29.74341667,31.947,37.24449167,3.08E+01,37.6975,
25.9371,30.0909,34.2432,37.37906667,2.70E+01,36.9825,
6.666666667,30.5944,29.402,38.83514167,2.85E+01,33.8375,
6.585666667,30.728,29.402,38.312975,2.65E+01,33.8375,
5,30.16855,28.54645,38.385275,2.60E+01,33.8375,
5.416666667,30.515075,28.28938333,20.69989167,2.39E+01,33.8375,
30.1718,31.55531667,30.1455,39.37725,3.08E+01,40.54,
31.62772917,32.6545625,28.7064,40.9536,3.37E+01,39.175,
28.763,30.89041667,29.5317,37.8527,3.46E+01,37.94,
27.2955,28.94625,27.93260833,35.84353333,3.43E+01,36.1225,
27.2955,28.9695,26.95698333,35.65398333,3.19E+01,36.1225,
27.2955,28.9695,27.46245,35.7246,2.37E+01,36.1225,
27.698725,28.92725,31.13903333,36.3295,2.99E+01,39.4075,
27.8825,28.95520833,27.9129,36.5997,3.17E+01,36.3325,
28.05465,28.4622,29.24486667,35.99109167,3.67E+01,38.11,
29.61603333,29.79893333,35.035775,41.1777,4.22E+01,44.4675,
34.41932083,34.2433,39.53856667,41.64973333,4.86E+01,47.3675,
31.68375,30.9631,36.88965,39.26371667,4.11E+01,47.3675,
31.1122,30.9631,36.035225,38.30174167,3.89E+01,47.3675,
30.361,30.2155,36.027625,38.334325,4.32E+01,46.1425,
30.56303333,30.4024,36.3475,38.25476667,4.15E+01,45.94,
31.2374,31.0877,36.234,39.062,3.84E+01,44.4025,
31.07853333,30.9008,36.120825,38.7324,3.67E+01,43.39,
31.1748,31.0254,36.2124,38.763075,3.93E+01,40.45,
31.31175,31.1084,33.47411667,38.29605,3.76E+01,40.45,
31.1748,31.0254,31.3206125,38.4457375,3.46E+01,40.45,
36.4572,31.7642,35.803125,38.13458333,3.93E+01,43.0475,
31.3626,31.2123,36.168075,38.73673333,3.80E+01,43.8,
31.5504,31.3992,36.047625,39.2304375,3.61E+01,41.165,
35.121,35.0701,37.975,39.634875,3.81E+01,41.1975,
31.940875,31.773,38.0525,39.4088875,3.48E+01,40.91,
27.387,31.773,33.719425,39.35774167,3.80E+01,40.91,
27.729125,31.141875,30.93095417,38.83605417,3.23E+01,40.91,
32.7398,32.5829,34.776,40.3473,3.43E+01,44.57,
30.42,31.345275,31.7749,39.772,3.65E+01,41.4,
31.8274,34.26041667,36.8172,43.963925,3.78E+01,39.9925,
32.1138,31.9599,36.72478333,39.649675,3.47E+01,40.22,
31.0496,30.9008,29.8741125,38.319,3.22E+01,35.1925,
32.488,30.9008,29.8741125,38.4958875,3.32E+01,35.1925,
27.97853333,30.11133333,28.75515,38.2852125,3.18E+01,35.1925,
30.1106,29.9663,33.4796,37.5144,3.35E+01,36.1225,
29.5472,29.4056,34.008975,36.2645375,3.42E+01,36.1875,
29.2342,29.0941,33.9248,35.98933333,3.40E+01,36.64,
29.4846,29.3433,34.1373,36.16376667,3.26E+01,38.37,
29.0464,28.9072,33.642,35.7168125,3.30E+01,36.3075,
29.0464,28.9072,31.56533333,36.66614583,3.08E+01,36.3075,
28.64426667,28.9072,31.90464583,35.65377083,3.37E+01,36.3075,
30.45698333,29.0318,34.3910625,36.4994125,3.52E+01,46.285,
33.7723,29.3851,33.8501,34.821,3.46E+01,39.8,
29.0464,28.97293333,34.4875,38.48508333,3.26E+01,36.525,
28.6708,28.5334,34.0225,39.09477917,3.50E+01,35.87,
29.5232,27.9104,33.2046,38.58855,3.56E+01,36.415,
28.0448,27.9104,32.2554375,42.8159875,3.14E+01,36.415,
26.88,27.6864,32.6469,38.5724625,2.58E+01,36.415,
29.2824,32.2812,34.44926667,37.60195833,3.58E+01,42.575,
32.2204,34.05523333,35.7664375,38.5325375,4.00E+01,54.0725,
33.6836,34.87843333,36.58675417,39.91158333,4.52E+01,50.4975,
31.37775,31.27425,35.8808125,38.40716667,3.94E+01,47.3325,
26.6236,27.75816667,31.136875,33.61852083,3.51E+01,35.4975,
26.462,25.1692,23.54275,30.87379167,2.83E+01,35.4975,
23.7148,25.1187,23.7785625,30.94116667,2.55E+01,35.4975,
26.593,25.2938,24.2374875,31.1019,2.64E+01,33.055,
24.4735375,25.2762,27.976,31.341375,3.23E+01,32.49,
25.1652,25.42985,29.65217917,30.83947917,3.24E+01,38.6475,
25.2278,26.76255833,29.7296,35.2976,3.54E+01,38.6475,
26.5577,30.96719167,29.6992,35.0928,3.79E+01,38.1925,
25.2278,25.77856667,29.6352,33.3696,3.58E+01,38.1925,
26.5577,27.7667,29.8192,33.56,3.30E+01,38.1925,
24.18,24.955775,23.5552,30.6608,3.32E+01,38.1925,
25.7286,25.6053,24.4951,31.4629,3.58E+01,33.5625,
25.666,25.543,24.4032875,31.7492,3.23E+01,34.68,
25.5408,25.4184,26.75671667,31.4652375,2.97E+01,34.04,
25.6632,26.2344,24.36274583,31.343675,3.25E+01,32.08,
22.0167,25.4082,23.56529583,31.16538333,3.18E+01,32.08,
23.9496,25.296,24.964075,30.9789875,3.12E+01,32.08,
25.7912,25.6676,30.1250875,31.5824625,3.53E+01,37.005,
29.463,27.4561,31.5877,33.2129,3.50E+01,38.3375,
27.3615,29.9715,31.1688,33.7792,3.63E+01,40.28,
28.8642,30.220175,31.4407125,34.0228,3.61E+01,40.305,
30.36,28.4185,31.6223625,33.61509583,3.47E+01,38.6625,
27.544,27.412,30.932975,33.74665833,3.23E+01,38.6625,
26.4,26.653,29.18933333,33.87822083,3.04E+01,38.6625,
26.918,26.789,30.4910625,33.1591375,3.37E+01,38.385,
29.256,26.4152,30.2990625,33.382125,3.26E+01,37.055,
27.91622917,29.64920833,30.09316667,33.26556667,3.07E+01,35.525,
27.3562,28.47055,30.895425,33.9416,3.38E+01,35.9475,
26.6676,26.5398,31.37800417,33.07044583,3.82E+01,40.1825,
26.6676,26.5398,30.26214583,32.74145417,3.61E+01,40.1825,
26.6676,26.5398,30.9727,37.04378333,3.54E+01,40.1825,
30.35632083,32.10309167,32.823375,36.20175,4.32E+01,53.3125,
28.36415,32.06389583,32.53575,38.364625,4.37E+01,48.8175,
30.381,34.53395833,32.51165,37.73475833,4.31E+01,46.985,
30.5946,32.107425,31.22475,35.78864583,3.84E+01,45.895,
31.1652,32.80695,31.18418333,32.87754167,4.10E+01,41.57,
29.2974,29.1819,28.80122917,31.16219167,3.74E+01,41.57,
26.0964,25.4628,28.21216667,30.4945875,3.33E+01,41.57,
24.101,23.9855,27.299025,29.299825,3.41E+01,39.0225,
25.042,23.674,27.66463333,28.78674167,3.27E+01,35.4275,
25.3715,26.5265,30.6464,29.7192,3.07E+01,35.305,
24.4766,26.9399,27.63495,30.16765,3.19E+01,33.94,
22.849,22.7395,25.833225,28.0952,3.50E+01,34.015,
22.849,22.7395,25.8116,28.0952,3.11E+01,34.015,
22.849,22.7395,26.19796667,28.134125,3.22E+01,34.015,
24.5148,25.6308,28.284125,28.8445125,3.60E+01,40.3525,
27.2691,27.2322,28.1925,31.69104167,3.98E+01,42.9325,
29.5668,28.8702,28.52,32.4806,3.79E+01,45.605,
26.703,26.6643,28.52,35.68066667,3.84E+01,44.4575,
24.79406667,26.89653333,27.6005625,28.914025,3.53E+01,38.145,
23.5376,23.4248,26.6679,28.7280875,3.17E+01,38.145,
22.56,23.265,23.576875,28.9631125,3.01E+01,38.145,
26.22220833,25.1485,26.08119167,28.026,3.50E+01,35.7375,
26.95677083,25.1485,26.732825,28.70646667,3.40E+01,35.995,
25.875,25.8375,26.5665,29.01696667,3.24E+01,36.585,
24.7125,25.8375,26.63325,29.0051,3.47E+01,36.675,
24.012,23.9772,24.59275,26.81487083,3.30E+01,34.96,
22.794,22.3764,23.99506667,26.68464167,3.04E+01,34.96,
21.7848,21.6804,23.06838333,26.7148,2.82E+01,34.96,
22.8673,23.9083,25.34893333,26.72243333,3.07E+01,33.4875,
23.5263,22.9551,21.7165,27.4456,3.16E+01,34.275,
23.0214,22.8018,25.565225,28.1764,3.45E+01,35.86,
22.849,22.7395,26.862575,28.02311667,3.55E+01,35.86,
22.9585,25.1485,25.34738333,27.96833333,3.60E+01,35.425,
21.4255,22.7395,21.41884167,27.83281667,2.89E+01,35.425,
22.849,22.80033333,22.93259167,27.12351667,2.72E+01,35.425,
24.0408,25.48151667,26.5364,28.5824,3.21E+01,39.2875,
21.85757917,21.7427,22.3795,26.807,3.40E+01,36.8475,
22.7864,23.1959,26.1495625,33.536875,3.40E+01,37.0175,
23.9132,24.31111667,27.4791,32.5535375,3.50E+01,37.72,
24.7784,25.22646667,27.6675,32.39775,3.45E+01,35.5625,
24.3648,24.1768,26.8954875,29.211525,3.20E+01,35.5625,
23.6504,23.4248,21.4676,28.8337,2.94E+01,35.5625,
23.6628,23.5494,22.02315417,28.95634167,2.72E+01,35.345,
25.353,25.2315,28.935525,31.26278333,3.60E+01,33.9,
26.8554,26.7267,30.996,33.292,3.54E+01,39.19,
26.017775,25.0446,28.9548,31.0996,3.62E+01,39.19,
23.8391,23.6117,26.6295,29.232,3.62E+01,37.1225,
23.8391,23.6117,22.431,29.232,3.32E+01,37.1225,
22.2473,23.01793333,21.768,28.782,3.25E+01,37.1225,
24.101,23.9855,28.2857,29.78325,3.42E+01,35.1025,
24.727,25.92516667,27.7582,30.6205,3.28E+01,34.9525,
28.014,26.03813333,29.1910875,31.5292125,3.21E+01,35.27,
26.1668,26.0414,30.074625,33.1951375,3.33E+01,35.56,
26.8872,27.1388,30.03242083,33.8041,3.51E+01,36.0625,
25.5527,25.4184,28.41320833,31.479825,3.11E+01,36.0625,
26.8957,26.2344,28.74547917,31.54627917,3.14E+01,36.0625,
31.8078,30.87396667,31.21243333,33.51448333,3.47E+01,40.0075,
33.2114,31.4812,30.92689167,35.0207,3.67E+01,42.865,
32.3457,30.6606,29.94716667,31.93493333,3.76E+01,42.865,
25.7286,25.6053,28.93613333,31.7079,3.39E+01,42.865,
25.7405875,25.6053,28.63233333,31.5854,3.41E+01,35.0075,
25.7286,25.6053,28.83323333,31.74873333,3.43E+01,35.0075,
25.684075,25.6053,29.17623333,31.61806667,3.38E+01,35.0075,
29.0619,30.3849,32.47114167,35.09633333,3.99E+01,38.9825,
27.9905,30.4825,33.034525,37.0194,4.27E+01,42.8775,
31.05,28.935,33.36837917,34.9972,4.12E+01,43.4425,
31.533,31.4873,32.4339,35.5656,3.65E+01,42.7375,
28.30838333,28.1596,33.5575,35.1596,3.49E+01,37.4875,
26.55688333,28.0579,27.11842917,35.1596,3.45E+01,37.4875,
28.19726667,28.1596,26.6998625,34.99542083,3.49E+01,37.4875,
31.26526667,29.6548,31.48349167,38.353725,3.89E+01,37.945,
29.8602,30.1941,30.18029167,37.31173333,3.94E+01,40.3925,
29.7976,30.0951,34.4635125,37.30072083,3.76E+01,40.7775,
30.1106,30.52746667,34.9272,37.708825,3.49E+01,39.9425,
29.1716,30.10554167,33.7429125,36.49755,3.56E+01,37.57,
27.6338,29.0318,32.8545,36.45285,3.55E+01,37.57,
27.3542,28.7056,28.3193125,35.7655875,3.57E+01,37.57,
30.31251667,31.75846667,35.154,37.7715625,3.65E+01,39.0375,
29.0464,28.9072,34.45227083,36.2675,3.43E+01,40.18,
28.2326,31.0739,33.48,35.8146,3.51E+01,38.78,
29.5232,30.8672,33.2475,34.9223875,3.64E+01,38.5825,
26.7928,29.4892,31.6975,34.12252917,3.37E+01,36.9325,
26.7928,26.6644,31.6975,33.2108,2.92E+01,36.9325,
26.14366667,26.6644,30.5983125,33.2926,2.73E+01,36.9325,
27.4814,29.15325833,31.752,40.83625,3.09E+01,36.2175,
32.9148,37.670275,33.0925,41.33004167,3.16E+01,36.2,
31.734,27.649,31.8199625,40.877375,3.19E+01,35.005,
28.3176,28.0991,32.36190833,36.67601667,3.06E+01,35.005,
25.6519,27.2251,30.62198333,34.1297,3.01E+01,31.6925,
25.75932917,29.02044167,25.90555,33.9416,2.91E+01,31.6925,
25.6519,26.362025,28.26028333,34.02694167,2.89E+01,31.6925,
25.7362,27.0382,32.027625,34.63520833,3.23E+01,34.8575,
26.0327,29.31056667,32.55,39.88075,3.34E+01,34.9075,
28.0448,27.9104,31.613725,39.600275,3.10E+01,34.9075,
26.49812917,28.0973,31.914,35.2602,3.24E+01,35.215,
27.206575,28.0973,33.4458,35.1846,33.38666667,35.215,
27.06,27.950725,31.761,35.127,33.67066667,35.215,
28.98,30.054675,34.9972,39.36073333,34.336,37.6625,
