PGE_valley,PGE_bay,SCE,SDGE,Oasis,ICE,
32.291,31.507,36.4083,42.4115875,39.048,40.6325,
30.12462917,31.99451667,34.9272,40.1478,35.808,41.5925,
28.68,29.5165,34.390575,39.8871,34.35333333,39.56,
29.4983375,30.2853,35.03,39.2788,34.73733333,36.58,
27.800775,29.3433,34.1712,39.2788,35.308,36.58,
28.26,29.202,28.3404,36.7024,36.32,36.58,
29.9228,31.74318333,34.4728125,39.8871,38.62266667,39.205,
31.0389,31.2273,34.85108333,40.00953333,37.776,39.56,
30.2984,30.79853333,36.0375,40.4085,35.22133333,37.43,
27.9999,29.172525,31.50276667,37.47585,34.504,37.43,
25.0779,29.0474,31.03333333,38.38613333,32.47466667,36.6925,
5,29.0941,27.328,36.52693333,30.80666667,36.6925,
10.43614167,28.60375,27.35973333,36.3776,30.58933333,36.6925,
27.4129,29.25755,33.02506667,37.9904,32.88533333,37.155,
30.1106,34.69613333,35.1582,40.1478,33.288,35.7925,
29.8602,31.438275,35.495,39.8002,31.97333333,36.275,
30.4236,30.2778,36.1925,40.5823,31.612,35.6375,
29.60075,31.2123,36.4392,41.8858,29.76533333,34.4725,
26.9037,31.199775,30.2214,39.39546667,28.13466667,34.4725,
5,31.1121,30.2214,39.1384,23.8,34.4725,
29.4087,31.70495,36.4392,41.8858,30.98533333,35.8375,
27.8825,33.8378125,34.4736,39.6264,32.02933333,36.1975,
27.5303,31.0947,34.875,39.105,31.3,35.98,
27.589,30.544125,34.0956,39.1919,30.0612,36.1075,
26.7672,28.9712,33.0372,37.9753,28.63013333,34.3675,
26.7672,28.4088,30.59,37.1723125,28.24,34.3675,
5.416666667,28.3632,30.05831667,35.54630833,27.772,34.3675,
29.4846,29.3433,35.03,39.2788,31.49933333,37.8225,
29.0764,29.72795,33.91695,36.7024,37,40.9125,
31.8956,31.1212,35.6906875,39.7710625,39.148,42.075,
31.3242,31.0254,37.1225,41.86260417,35.84933333,48.595,
29.8602,29.7171,35.51599167,39.25823333,38.268,41.6925,
27.9999,29.7171,33.892,37.34035833,36.82,41.6925,
25.6149,28.75515,31.602,37.1896,33.17066667,41.6925,
27.3373,31.1636,32.97688333,35.951175,35.448,41.7425,
28.3578,28.640925,33.50660833,36.74895,29.40866667,39.4775,
28.2326,29.40895833,33.3702,36.6318,31.06,36.3025,
27.544,27.412,32.574875,37.0743125,34.684,36.5125,
24.9475,26.4775,31.465,32.9672,33.488,34.445,
5,26.4775,25.42744167,32.9672,32.03866667,34.445,
23.8478125,26.36770833,29.9628,32.96889167,30.31733333,34.445,
26.1668,28.70963333,30.79615,34.8277125,31.25906667,39.3925,
26.3546,29.0069,31.09135,36.3207,30.14413333,36.0075,
26.4172,30.83765,31.12503333,36.2548875,30.14706667,37.0725,
24.8467,32.89499167,31,32.625,31.19466667,37.0725,
25.9777,29.01497083,30.535,31.9928,31.66533333,35.775,
27.0515,26.5559,29.1954,31.9928,29.60533333,35.775,
25.8538,25.7299,29.7864,31.9928,26.876,35.775,
25.91919167,28.4557,30.44963333,32.03548333,30.244,36.035,
26.1668,27.39641667,30.9225,34.3622125,31.49333333,36.4075,
25.7912,27.2229,30.310125,34.744475,32.468,37.125,
25.7912,27.8203,30.4575,34.1517,28.97066667,37.09,
27.019,27.62716667,29.4276375,31.7492,32.91333333,34.235,
25.666,25.543,28.8558,33.1568,32.63066667,34.235,
24.067,25.338,30.3025,31.7492,28.64,34.235,
26.4172,28.02431667,31.2325,32.7236,30.43733333,35.905,
26.4172,28.11575,31.2325,32.79244583,30.89466667,35.645,
25.5408,28.5549,30.1475,31.78292083,25.91333333,34.265,
25.4116,25.8358,31.36145833,31.35664583,25.57933333,31.8375,
23.4213,27.274975,28.671,30.71666667,29.8632,29.715,
23.464525,23.92005,23.826,30.73725,24.562,29.715,
23.4213,24.8577,28.6995,30.81483333,22.17066667,29.715,
25.2858,25.0446,29.65217917,32.01560833,22.5188,32.9475,
22.23255,27.5525,30.4575,31.9427125,28.50413333,30.56,
24.067,25.65575,30.24059167,33.31971667,27.47893333,31.2125,
24.4192,25.9168,30.0132,33.36785,26.8784,32.435,
23.8909,25.33575,29.3328,31.5056,24.0172,30.4425,
5.416666667,25.3561,24.3276,31.5056,24.916,30.4425,
16.1599375,25.06441667,25.93133333,31.5056,13.01106667,30.4425,
24.61799583,25.95006667,30.015,32.48,23.53693333,31.0875,
24.313,25.543,30.3025,31.82902917,26.7488,30.885,
24.3605,25.8545,30.5646,32.05125,26.326,31.4525,
24.3018,25.7922,30.54995833,33.30672917,27.44933333,31.4825,
25.0649,26.6021,30.1104,34.4862,28.56933333,31.04,
6.25,25.7481,24.888,32.997,30.15333333,31.04,
21.77768333,26.40283333,23.9904,32.8202,27.834,31.04,
22.9836,26.6644,30.9204,33.2108,29.45346667,32.8475,
25.4758,26.55718333,30.03216667,33.698,26.7924,33.4175,
26.2389,27.8481,32.30865,34.6145,25.9588,33.485,
24.4872,30.4798,31.83909167,35.29503333,28.72946667,34.025,
25.9454,27.2714,31.249125,35.6712375,24.40004,33.9575,
23.7354,27.5366,31.2174,34.17135,21.99224,33.9575,
23.851425,27.3819,26.43045,34.1643,21.80304267,33.9575,
27.2368,28.9072,31.4114375,35.989375,27.20081067,33.0675,
8.8173,29.7008,30.010975,35.342375,29.56746667,34.05,
5,34.96556667,28.844125,35.1335,28.645572,33.4275,
24.7557,30.01302083,32.6196,35.88671667,30.364216,35.6625,
27.0607,28.7203,30.94,37.465025,28.78658667,34.0125,
4.583333333,27.97501667,26.9178,35.8904,22.25093333,34.0125,
5.833333333,27.70994167,26.96015833,35.74675,20.96518667,34.0125,
24.165,28.035,30.08739167,34.964875,29.751212,35.49,
26.4737,27.83045833,31.9788,35.2692,26.65329467,35.16,
26.22851667,27.7858,32.334575,34.75424167,32.02115467,35.685,
26.052075,27.6378375,31.9032,35.76098333,31.2932,36.5925,
23.3058,26.18105,30.627,33.698,27.19872,30.9,
5.833333333,26.88991667,28.2148125,33.60808333,20.44154947,30.9,
5.833333333,26.7778,25.29770833,33.698,18.45384267,30.9,
23.3058,27.0382,30.658125,34.99141667,30.26996533,34.3275,
7.9005875,27.2251,30.8484,33.9416,31.92346667,36.495,
5.690833333,27.5989,29.1182,34.24506667,31.70946667,36.6225,
25.8867,27.45225,28.11223333,34.03781667,31.95586667,37.3975,
24.165,27.58875,29.83238333,34.90740833,31.65826667,32.205,
7.662291667,30.598125,30.17,34.8625125,28.54106667,32.205,
5.833333333,27.42375,27.0237,34.90740833,28.15346667,32.205,
24.2724,27.57576667,29.9473625,35.365275,30.91133333,39.63,
24.0576,27.9104,31.613725,36.0949875,34.71066667,37.095,
24.8094,28.7826,32.6934,35.9716,32.088,37.7325,
24.8094,28.2359,30.567,36.1654125,29.44733333,37.7325,
5.416666667,28.4053,30.567,35.9716,29.3368,34.5175,
4.583333333,31.08105,27.023,35.73164167,24.5044,34.5175,
7.5,30.890475,26.0484,35.63565833,12.85453333,34.5175,
5.833333333,28.3328,26.2836,36.19955,25.99577933,35.345,
26.26163333,28.616575,31.2273,36.006425,27.51724,34.9825,
27.2368,28.9072,33.642,37.6303125,30.433432,38.7,
27.4129,29.0941,34.72,37.7608,27.89901333,37.7825,
5,29.536,28.121,37.283375,27.35921333,31.795,
5.416666667,29.808,28.0749,37.283375,27.44613333,31.795,
5.833333333,29.368,29.04684167,37.13739167,29.3476,31.795,
30.6114,30.4647,36.425,39.46041667,38.32,40.455,
28.7043,30.04905,34.54891667,38.111125,38.11466667,44.0625,
30.5488,30.4024,35.4036375,39.31587917,35.134,45.2025,
29.9228,29.7794,35.5725,38.68605,38.67066667,43.235,
28.3578,28.2219,33.635,36.673,33.99333333,36.2625,
26.5911,28.2219,33.635,34.96955,26.88,36.2625,
23.58195417,27.50465,29.946,35.01475833,19.49546667,36.2625,
29.9335,28.4711,32.412,36.573,30.38426667,35.1225,
24.0576,27.9104,31.6602,34.8348,29.66866667,35.985,
25.9222,28.1596,27.1491,34.97196667,26.52218667,35.0875,
6.0975,27.51249583,30.96975,33.95,26.87576267,35.535,
5,27.2874,30.9222,34.04724167,30.4772,31.675,
5.833333333,26.37855,25.559,33.75045,20.02070667,31.675,
4.166666667,26.9297,24.6738625,33.70505833,12.59578027,31.675,
4.583333333,27.80625,29.04760417,34.76374167,20.965576,35.425,
26.6498,28.2842,32.103,35.322,22.51877333,33.595,
23.8428,27.6612,32.9375,34.51,25.138756,31.4275,
23.5743,27.3497,32.55,34.3665,23.60746133,32.0525,
7.074158333,28.5355,30.627,33.65477083,24.20479165,28.545,
5.833333333,29.19735,24.402,33.47320833,12.16972,28.545,
5.416666667,28.76696667,25.315,33.42825,9.120854667,28.545,
5.416666667,28.1542,26.657,35.32416667,19.61977333,32.0575,
5.197691667,30.74823333,31.9921625,36.493825,22.92357173,31.755,
25.214625,28.9695,32.9148,37.70000833,25.90726667,33.3975,
25.21836667,29.0318,30.843,36.5068625,24.9316,33.3975,
27.2955,28.9695,32.9148,36.27095,23.05382893,28.455,
5.416666667,28.2565,27.206,36.07025,9.313533333,28.455,
5.416666667,28.120875,27.206,35.97361667,3.248726667,28.455,
5,28.167375,27.206,35.87698333,10.300712,28.455,
4.583333333,30.6516,32.637,38.253875,22.94468533,32.08,
5.833333333,30.429725,32.568,38.38343333,26.297252,33.9575,
5.416666667,30.159275,29.7198,38.241925,24.73215733,34.4725,
5,30.682075,30.2214,38.88735833,29.32013333,28,
5,30.50255,29.3538,39.1384,24.08893333,28,
5,30.2437,29.47028333,39.1384,22.26825333,28,
5,31.36,30.9111,39.896025,24.43919467,36.195,
5.416666667,31.3344,30.9111,39.871375,24.08748933,36.02,
30.0544,31.44533333,33.96359167,39.9761375,25.223912,35.89,
32.6146,32.4583,37.0476,40.806325,30.29435067,37.83,
5.691795833,31.2123,33.74,39.33320833,26.7242624,36.0225,
5,30.857425,29.3538,38.87731667,19.05661733,36.0225,
5,30.623625,30.15311667,38.77288333,14.79552133,36.0225,
27.5961,31.1976,33.465,39.12939583,24.665952,40.4875,
28.6456,31.65086667,34.46759167,37.930375,30.17134,40.335,
30.1732,30.0286,35.0028,38.81483333,30.60364933,41.5825,
28.3521,30.0909,34.2432,37.70773333,26.390248,38.6075,
27.54765,29.1564,33.9444,36.25300833,26.47044453,30.89,
27.54765,29.1564,30.981,36.4588,17.24520827,30.89,
6.25,28.5558,28.1523,36.4588,14.93485333,30.89,
27.1194,28.3283,32.94997083,37.44272917,30.07714667,39.6325,
28.21241667,30.86085,34.0483625,37.9801,34.599652,46.7875,
28.515125,30.846575,34.99421667,40.37301667,37.938,48.0625,
28.796,28.658,34.107675,45.9907875,29.51341333,43.5925,
28.1074,27.9727,33.325,37.73966667,28.38898667,31.6725,
26.38062083,27.9727,32.508,36.157625,25.32792533,31.6725,
26.3563,27.781875,33.325,36.14329167,24.21437467,31.6725,
28.4204,28.2842,33.7125,37.35925,29.9286,38.0975,
28.9838,28.8449,34.41,40.05065,29.99418667,37.945,
29.3594,29.2187,34.875,37.9125,30.50213333,36.6075,
28.459675,28.4711,33.862875,36.9818,32.40826667,36.6075,
28.9212,28.7826,34.3325,37.32275,33.45744,40.08,
27.97025,28.7133,34.81057083,44.25939167,35.61546667,40.08,
29.319675,30.8847,35.11144167,41.13439583,35.089086,40.08,
29.18685,29.3986,34.89917083,40.545575,33.620292,40.08,
32.0151125,34.17642083,38.955,41.385,38.58626667,51.78,
30.4364625,30.129725,35.48855,41.27165,37.81,49.7775,
28.44120833,28.96898333,34.31425,40.574625,42.49066667,43.6,
28.38826667,28.336,33.7783875,39.4161625,36.39946667,40.1325,
26.5664,27.9104,33.2475,39.064025,34.42813333,40.1325,
28.0448,27.9104,33.2475,43.1234375,29.13807733,40.1325,
29.0464,28.9072,34.39664583,40.36891667,32.73503467,39.36,
29.2342,29.0941,34.72,37.8392,28.34173333,39.285,
27.7064,29.4056,34.2468,38.2917125,28.67226667,36.7725,
27.6732125,29.3433,34.1712,36.8041,27.8048,36.2875,
28.0586,29.7794,34.7004,38.5655625,28.38186667,32.725,
28.0586,29.7794,33.8742,38.4278625,26.32924933,32.725,
28.0586,29.1819,34.6028625,37.53855,24.98944533,32.725,
30.6114,30.4647,36.425,47.19779167,28.21694267,40.7125,
30.7968125,30.4647,36.23895833,44.28770833,33.91173333,41.11,
31.6937375,31.4534,37.15765,43.530975,37.53053333,42.0225,
30.79463333,30.3401,36.23295,43.8906,34.13666667,41.975,
29.735,29.5925,35.6231,38.8303,35.26586667,38.98,
29.735,29.75083333,35.34,37.0291,35.0288,38.98,
29.2540625,29.461875,34.4736,38.5624,31.4736,30.985,
29.828425,29.76325,35.763,42.28845833,32.81866667,42.465,
29.56096667,29.4056,35.1075,41.7420625,33.20933333,26.09,
29.735,29.5925,35.7371,42.351,34.57066667,26.4275,
29.94683333,29.90766667,35.71544167,41.5427375,38.79866667,26.4275,
31.77795833,30.314375,36.41326667,42.14121667,40.116,26.5325,
28.483,28.58158333,34.55481667,37.02366667,40.548,26.5325,
28.34270833,28.3465,33.9971,36.66941667,38.64666667,37.1525,
30.60966667,31.5562,36.67113333,41.62085833,36.748,30.1025,
31.3210125,30.481425,36.652,43.13833333,35.68666667,27.86,
31.98270833,31.30020833,36.95645,42.7934,38.41866667,28.665,
30.981,30.9361,35.84766667,42.17583333,34.56,27.8,
26.8554,26.7267,31.775,38.38625,31.66266667,25.615,
25.1823,26.7267,31.775,34.66891667,29.03146667,25.615,
25.1823,26.7267,31.74254167,35.06354167,28.21986667,29.725,
26.8554,26.7267,32.74704167,37.93866667,32.76933333,29.725,
30.3901875,29.039875,34.0704,38.3916,31.824,38.795,
29.380675,29.24015,34.5675,38.06265833,31.17466667,37.51,
27.231,27.1005,33.644,35.74133333,33.41466667,36.7775,
27.9196,27.7858,33.0925,36.4070875,35.17866667,35.875,
27.9196,27.7858,33.0925,35.95162083,34.02133333,35.875,
26.76,27.64085,33.0925,36.00499583,30.54946667,35.875,
27.1684,27.0382,32.52389583,38.10564583,33.768,40.1675,
28.5408,28.6416,34.0725,38.1147375,36.23466667,40.9025,
29.41674167,29.37404167,34.6103,37.5717,37.29733333,42.17,
30.85252917,30.80982917,34.5967,37.5598,39.28666667,44.3125,
31.9716,31.87173333,35.64435,38.6760625,34.50933333,40.615,
25.1236,26.6644,31.6975,34.570725,31.68133333,40.615,
25.14678333,26.429,31.66512083,34.4735875,31.39866667,40.615,
26.829125,26.5398,32.69057917,37.69159167,33.472,41.04,
29.67,29.627,33.9075,38.253825,36.60266667,42.3,
31.3007,31.2568,35.50925,39.7565,37.61733333,43.085,
33.841,32.078,38.61345,40.308825,43.49466667,46.7275,
31.87145833,31.705,37.76984167,42.58601667,36.644,44.235,
33.4475,32.3425,37.41628333,39.76093333,45.05866667,44.235,
31.4075,32.2096875,35.00735,43.40985833,43.71066667,44.235,
32.45531667,32.75071667,37.8568125,41.2218625,41.62933333,45.3375,
29.878725,30.8016,33.20633333,37.6978125,36.10933333,44.0925,
28.0734,29.02835,36.56555833,38.46489167,33.62,39.4625,
29.6808,30.7983,35.35636667,39.93061667,34.26533333,40.755,
30.7524,30.55395,34.76928333,39.05785833,37.568,40.3075,
29.0619,30.3849,32.65225,35.57108333,39.548,40.3075,
27.6066,27.4743,32.20035833,35.10336667,32.916,40.3075,
27.6066,27.705825,32.63818333,35.53943333,32.79333333,40.3075,
29.7932,29.39933333,34.2953,39.51079167,40.56933333,50.275,
32.5125,31.705,37.24373333,44.1322,42.24533333,52.79,
33.6836,34.70723333,38.9112375,44.35605,43.81733333,50.4425,
33.4475,31.705,38.02528333,39.8083,39.15466667,44.0375,
29.325,27.3275,31.465,34.667325,40.116,44.0375,
27.455,26.4775,30.6936,33.11945,33.66533333,44.0375,
30.1857,29.0069,32.1466,35.15825,36.40266667,43.7675,
29.325,29.2825,33.495,37.50763333,32.336,41.6,
28.337,29.627,31.79085,37.8239875,35.316,37.395,
28.5347,27.8419,31.827975,34.995075,32.672,37.95,
25.8538,30.47251667,30.36426667,33.140325,32.23066667,35.775,
25.8538,28.4557,30.47261667,33.701775,31.43466667,35.775,
24.78,25.657625,30.41023333,33.23061667,32.98666667,35.775,
28.083,28.43742917,31.86611667,36.88748333,38.108,39.3525,
31.23656667,34.3616,33.455525,36.863625,37.512,42.225,
30.7692,33.8624,32.43356667,36.04681667,39.71466667,43.6925,
29.6339,33.2178375,32.18031667,36.04329167,37.83733333,43.1425,
29.8623,35.16175,33.0512,36.7936,36.816,38.7775,
27.807,27.7667,31.3888,33.3184,33.66,38.7775,
24.61658333,25.1069,29.6384,32.7472,30.73866667,38.7775,
26.9531,27.1167,30.1015,34.571875,31.91733333,37.3225,
29.049,29.0069,32.84675,36.499925,35.384,38.835,
30.8163,36.7776625,33.67743333,36.64419167,36.48,41.81,
28.014,32.9875,31.5485625,35.1057375,36.52533333,41.81,
27.393,27.3533,31.1031,32.544225,33.75066667,38.275,
24.8522,24.7331,29.23515,31.95045,32.432,35.78,
24.68016667,24.7331,28.364175,31.860675,32.25866667,35.78,
24.1636,24.0478,28.24065,33.56062083,33.10533333,35.845,
24.101,23.9855,28.278075,31.3296,30.57866667,34.6825,
24.6568,26.54166667,28.170825,30.464775,27.65866667,33.0275,
20.2986,23.5494,26.41641667,29.052075,26.51866667,32.115,
24.1695,25.4241,21.76854167,28.34708333,28.376,31.44,
5.833333333,22.9887,20.610625,28.34708333,30.21066667,31.44,
16.51122083,22.18305,21.72916667,28.310625,28.98266667,31.44,
22.05970833,22.80433333,26.9056125,29.7516375,29.06266667,32.5725,
23.8506,24.831675,27.94036667,30.684025,28.20666667,33.39,
23.9758,26.3887,29.22465,33.58051667,33.94266667,37.8025,
23.2246,25.5619,27.83146667,32.34,37.032,40.12,
23.6628,23.5494,27.69834583,32.58224167,34.724,36.2875,
23.6628,23.5494,27.76565833,29.23905417,30.54666667,36.2875,
23.6628,23.5494,27.76565833,30.49555417,29.72,36.2875,
25.1026,25.7843,29.71800833,35.19811667,34.28666667,35.8675,
25.8328,25.37383333,29.80891667,32.17746667,36.532,38.755,
25.1424,24.1724,28.41915,31.509525,31.71333333,38.3725,
24.414,24.297,27.94712083,31.6231125,29.78666667,34.34,
23.9758,23.8609,27.92183333,31.24636667,33.06666667,32.5725,
22.4821,23.8609,27.5184,30.68216667,31.34933333,32.5725,
21.1368125,23.4013,22.77123333,29.62201667,34.49066667,32.5725,
24.414,25.228125,28.55154167,31.36495833,30.224,33.5175,
25.7669,26.9399,28.6099,31.6324,31.62266667,33.09,
27.186,27.1466,28.9328125,31.9640625,30.65866667,34.865,
25.1424,24.9484,28.4483625,31.2804375,32.416,34.145,
24.5392,24.4216,28.75674583,31.6164125,32.88133333,33.4875,
23.0104,24.4216,27.55848333,30.2876,32.02133333,33.4875,
23.03163333,23.63106667,23.36067917,30.2876,29.20266667,33.4875,
24.727,24.6085,28.9097,31.79393333,32.344,34.895,
27.8964,24.3054,27.61906667,30.4297375,33.94933333,35.8975,
23.0368,22.9264,26.55162917,28.2297375,37.11333333,36.8425,
24.2512,22.9264,26.88899583,29.45269167,35.91066667,39.525,
23.3498,23.2379,27.30225,28.923275,32.90133333,37.5675,
22.1189,25.45414167,27.435,28.7448,32.87466667,37.5675,
20.7807625,22.39243333,26.433475,28.7448,31.596,37.5675,
22.7864,22.6772,26.5606875,29.172625,35.80666667,37.68,
23.2246,23.1133,26.3648,28.5824,37.24666667,38.565,
24.0384,23.9232,29.1406875,29.55891667,33.79866667,39.18,
24.6935,25.76795,27.71665833,29.0696,31.716,39.18,
22.5182,23.04923333,26.2456625,27.5268,31.52533333,36.405,
21.0146,22.20495,23.391,27.5268,29.388,36.405,
21.0146,22.3034,25.06905,27.5268,26.38666667,36.405,
21.6596,21.5558,25.219875,29.2951125,29.26533333,36.045,
22.47900417,21.30113333,24.84364167,26.50865,30.23466667,34.92,
22.185,21.182,23.713875,26.0652,30.88133333,33.84,
21.284,21.182,24.8012625,25.9648875,28.848,33.2925,
21.747,20.559,24.00401667,25.2532,31.67466667,33.7425,
21.495375,20.7405,24.1025,25.991825,31.008,33.7425,
20.658,20.559,21.02100833,25.2532,31.25733333,33.7425,
20.3167,22.2547,22.92413333,24.6848,31.71333333,32.955,
20.971,22.57341667,24.49,25.6592,28.632,31.6175,
19.64335833,21.72089583,22.7213,24.99,28.40266667,31.6175,
18.3731,19.4999,22.785,23.8728,26.868,31.6175,
20.48324167,19.4999,22.918525,23.8728,26.112,30.0725,
18.3731,19.4999,22.785,23.8728,26.05733333,30.0725,
18.3731,19.445125,22.0549,24.05655,25.98,30.0725,
21.1588,22.37841667,25.66089167,27.04987083,31.612,31.37,
24.2512,22.9264,28.11195,29.57629583,29.84133333,33.865,
23.92434167,23.7986,28.1325,30.6840875,34.24933333,33.025,
24.9102,26.0442,29.29589583,29.1508,31.484,35.6075,
25.116,25.0796,26.004375,27.9061875,29.848,34.1375,
22.8956,22.6772,26.082,28.014,30.60666667,34.1375,
21.84,22.5134,25.4480625,28.014,32.22533333,34.1375,
25.323,25.2863,28.8985,28.7535,33.74666667,34.865,
24.5148,24.6636,27.21482917,30.6757,34.57866667,36.235,
27.6386,25.7686,27.29210417,30.17795833,36.11333333,36.145,
27.4493625,27.6766,27.0512,28.5824,33.60266667,36.9875,
26.4562,26.4204,26.2725,27.5268,31.99733333,34.7975,
24.702,24.6662,28.2613,27.5268,30.16,34.7975,
23.5922,24.23958333,26.2456625,27.5268,32.56933333,34.7975,
22.5378,22.6746,23.39192917,26.7645875,36.672,35.5025,
26.8367,25.4386,24.90401667,28.90084167,31.55733333,36.13,
25.4772,24.8706,24.645,27.757425,34.57066667,35.38,
24.6826,24.6492,24.48075,28.0389375,30.16266667,35.115,
25.971,24.618,24.39276667,27.0259,29.84933333,32.7,
22.77,22.737,24.06880833,27.0259,29.94533333,32.7,
21.912,22.308,23.4066375,25.69767083,28.108,32.7,
26.1284,24.5016,24.20794167,27.3209875,27.69066667,32.9875,
23.115,23.0815,24.46498333,27.4604,28.73066667,30.5025,
23.046,23.0126,24.4125,27.937875,28.80933333,31.14,
24.9717,24.8706,24.645,29.07315,29.428,31.14,
22.494,22.4614,23.7349375,26.6783,28.74266667,29.1,
21.1248,22.4614,22.718,25.21365417,27.36266667,29.1,
20.4076,20.3098,19.2489,24.9284,26.952,29.1,
19.43639167,20.212,19.732425,24.9898,27.24666667,29.1,
21.1588,22.51925,23.9768375,27.88990417,28.48533333,30.6825,
22.1424,22.3132,24.5675,27.5473,28.58933333,30.575,
20.8828,20.6836,24.20794167,27.1997,27.904,30.575,
20.4702,20.3721,23.2848,26.1184,26.43866667,28.9925,
