name,typ,zone,netcap ,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost
RATHDRUM_1,ngct,PNW,83.2,8.569111935,8.634136697,8.699161459,29.12,83.2,1,1,3.17,35.05532659,5824
RATHDRUM_2,ngct,PNW,83.2,8.569111935,8.634136697,8.699161459,29.12,83.2,1,1,3.17,35.05532659,5824
RATHDRUMPWR_CTG1,ngcc,PNW,179.4,5.691681446,5.952627186,6.213572926,71.76,179.4,2,2,2,82.45926889,12558
RATHDRUMPWR_STG1,ngcc,PNW,122.1,5.691681446,5.952627186,6.213572926,48.84,122.1,2,2,2,56.12194388,8547
RUPERT_1002,ngcc,PNW,10.4,9.271681446,9.532627186,9.793572926,4.16,10.4,2,2,2,4.780247472,728
ALDEN_BAILEY_LOKI,ngct,PNW,10.9,5.689111935,5.754136697,5.819161459,3.815,10.9,1,1,3.17,4.592584854,763
BEAVER_1,ngcc,PNW,68.3,14.00168145,14.26262719,14.52357293,27.32,68.3,5,5,2,31.39335599,4781
BEAVER_2,ngcc,PNW,68.3,14.00168145,14.26262719,14.52357293,27.32,68.3,5,5,2,31.39335599,4781
BEAVER_3,ngcc,PNW,68.3,14.00168145,14.26262719,14.52357293,27.32,68.3,5,5,2,31.39335599,4781
BEAVER_4,ngcc,PNW,68.3,14.00168145,14.26262719,14.52357293,27.32,68.3,5,5,2,31.39335599,4781
BEAVER_5,ngcc,PNW,68.3,14.00168145,14.26262719,14.52357293,27.32,68.3,5,5,2,31.39335599,4781
BEAVER_6,ngcc,PNW,68.3,14.00168145,14.26262719,14.52357293,27.32,68.3,5,5,2,31.39335599,4781
BEAVER_7,ngcc,PNW,176.4,14.00168145,14.26262719,14.52357293,70.56,176.4,5,5,2,81.08035135,12348
BEAVER_8,ngct,PNW,24.5,13.47911193,13.5441367,13.60916146,8.575,24.5,1,1,3.17,10.32278247,1715
BOARDMAN_1,coal,PNW,642.2,8.359199203,8.974120465,9.589041727,224.77,481.65,10,10,4.6,88.5524314,44954
COYOTE_SPRINGS_1_GEN_1,ngcc,PNW,185.7,12.70168145,12.96262719,13.22357293,74.28,185.7,3,3,2,85.35499573,12999
COYOTE_SPRINGS_1_GEN_2,ngcc,PNW,80.6,12.70168145,12.96262719,13.22357293,32.24,80.6,3,3,2,37.04691791,5642
COYOTE_SPRINGS_2_GEN_1,ngcc,PNW,170,5.561681446,5.822627186,6.083572926,68,170,2,2,2,78.1386606,11900
COYOTE_SPRINGS_2_GEN_2,ngcc,PNW,117,5.561681446,5.822627186,6.083572926,46.8,117,2,2,2,53.77778406,8190
HERMISTON_1,ngcc,PNW,106.1,6.031681446,6.292627186,6.553572926,42.44,106.1,2,2,2,48.767717,7427
HERMISTON_2,ngcc,PNW,204.5,6.031681446,6.292627186,6.553572926,81.8,204.5,2,2,2,93.99621231,14315
HERMISTON_3,ngcc,PNW,106.1,6.031681446,6.292627186,6.553572926,42.44,106.1,2,2,2,48.767717,7427
HERMISTON_4,ngcc,PNW,204.5,6.031681446,6.292627186,6.553572926,81.8,204.5,2,2,2,93.99621231,14315
HERMISTON_PWR_CTG1,ngcc,PNW,212.5,5.911681446,6.172627186,6.433572926,85,212.5,2,2,2,97.67332575,14875
HERMISTON_PWR_CTG2,ngcc,PNW,212.5,5.911681446,6.172627186,6.433572926,85,212.5,2,2,2,97.67332575,14875
HERMISTON_PWR_STG1,ngcc,PNW,264.4,5.911681446,6.172627186,6.433572926,105.76,264.4,2,2,2,121.5285992,18508
KLAMATH_COGEN_CT1,ngcc,PNW,161.5,6.261681446,6.522627186,6.783572926,64.6,161.5,2,2,2,74.23172757,11305
KLAMATH_COGEN_CT2,ngcc,PNW,161.5,6.261681446,6.522627186,6.783572926,64.6,161.5,2,2,2,74.23172757,11305
KLAMATH_COGEN_ST1,ngcc,PNW,178.5,6.261681446,6.522627186,6.783572926,71.4,178.5,2,2,2,82.04559363,12495
KLAMATH_EXPANSION_GT1,ngct,PNW,29.4,8.859111935,8.924136697,8.989161459,10.29,29.4,1,1,3.17,12.38733896,2058
KLAMATH_EXPANSION_GT2,ngct,PNW,29.4,8.859111935,8.924136697,8.989161459,10.29,29.4,1,1,3.17,12.38733896,2058
KLAMATH_EXPANSION_GT3,ngct,PNW,29.4,8.859111935,8.924136697,8.989161459,10.29,29.4,1,1,3.17,12.38733896,2058
KLAMATH_EXPANSION_GT4,ngct,PNW,29.4,8.859111935,8.924136697,8.989161459,10.29,29.4,1,1,3.17,12.38733896,2058
OSU_ENERGY_CENTER_CTG,ngcc,PNW,5.5,3.751681446,4.012627186,4.273572926,2.2,5.5,1,1,2,2.52801549,385
OSU_ENERGY_CENTER_STG,ngcc,PNW,1,3.751681446,4.012627186,4.273572926,0.4,1,1,1,2,0.45963918,70
PORT_WESTWARD_1_GEN_1,ngcc,PNW,312,5.551681446,5.812627186,6.073572926,124.8,312,1,1,2,143.4074242,21840
PORT_WESTWARD_1_GEN_2,ngcc,PNW,171,5.551681446,5.812627186,6.073572926,68.4,171,1,1,2,78.59829978,11970
BIOTECH_LS_BLS1,ngct,PNW,1,8.489111935,8.554136697,8.619161459,0.35,1,1,1,3.17,0.42133806,70
BOULDER_PARK_1,ngct,PNW,4.1,7.269111935,7.334136697,7.399161459,1.435,4.1,1,1,3.17,1.727486046,287
BOULDER_PARK_2,ngct,PNW,4.1,7.269111935,7.334136697,7.399161459,1.435,4.1,1,1,3.17,1.727486046,287
BOULDER_PARK_3,ngct,PNW,4.1,7.269111935,7.334136697,7.399161459,1.435,4.1,1,1,3.17,1.727486046,287
BOULDER_PARK_4,ngct,PNW,4.1,7.269111935,7.334136697,7.399161459,1.435,4.1,1,1,3.17,1.727486046,287
BOULDER_PARK_5,ngct,PNW,4.1,7.269111935,7.334136697,7.399161459,1.435,4.1,1,1,3.17,1.727486046,287
BOULDER_PARK_6,ngct,PNW,4.1,7.269111935,7.334136697,7.399161459,1.435,4.1,1,1,3.17,1.727486046,287
TRANSALTA_CENTRALIA_1,coal,PNW,729.9,8.359199203,8.974120465,9.589041727,255.465,547.425,10,10,4.6,100.6453125,51093
TRANSALTA_CENTRALIA_2,coal,PNW,729.9,8.359199203,8.974120465,9.589041727,255.465,547.425,10,10,4.6,100.6453125,51093
TRANSALTA_CENTRALIA_CC,ngcc,PNW,320,6.321681446,6.582627186,6.843572926,112,240,2,2,1.08,147.0845,22400
CHEHALIS_CA,ngcc,PNW,230,6.321681446,6.582627186,6.843572926,92,230,2,2,2,105.7170114,16100
CHEHALIS_CT1,ngcc,PNW,234,6.321681446,6.582627186,6.843572926,93.6,234,2,2,2,107.5555681,16380
CHEHALIS_CT2,ngcc,PNW,234,6.321681446,6.582627186,6.843572926,93.6,234,2,2,2,107.5555681,16380
CRYSTAL_MOUNTAIN_1,oil,PNW,2.7,8.799111935,8.864136697,8.929161459,0.945,2.7,1,1,3.17,1.137612762,189
ENCOGEN_CTG1,ngcc,PNW,39.4,7.641681446,7.902627186,8.163572926,15.76,39.4,3,3,2,18.10978369,2758
ENCOGEN_CTG2,ngcc,PNW,39.4,7.641681446,7.902627186,8.163572926,15.76,39.4,3,3,2,18.10978369,2758
ENCOGEN_CTG3,ngcc,PNW,39.4,7.641681446,7.902627186,8.163572926,15.76,39.4,3,3,2,18.10978369,2758
ENCOGEN_STG,ngcc,PNW,58.2,7.641681446,7.902627186,8.163572926,23.28,58.2,3,3,2,26.75100028,4074
FERNDALE_CT1A,ngcc,PNW,95.9,6.091681446,6.352627186,6.613572926,38.36,95.9,3,3,2,44.07939736,6713
FERNDALE_CT1B,ngcc,PNW,95.9,6.091681446,6.352627186,6.613572926,38.36,95.9,3,3,2,44.07939736,6713
FERNDALE_ST1,ngcc,PNW,93.7,6.091681446,6.352627186,6.613572926,37.48,93.7,3,3,2,43.06819117,6559
FREDERICKSON_1,ngct,PNW,88.9,25.65911193,25.7241367,25.78916146,31.115,88.9,1,1,3.17,37.45695353,6223
FREDERICKSON_2,ngct,PNW,88.9,25.65911193,25.7241367,25.78916146,31.115,88.9,1,1,3.17,37.45695353,6223
FREDERICKSON_PWR_FICT,ngcc,PNW,192,5.921681446,6.182627186,6.443572926,76.8,192,2,2,2,88.25072256,13440
FREDERICKSON_PWR_FIST,ngcc,PNW,126.3,5.921681446,6.182627186,6.443572926,50.52,126.3,2,2,2,58.05242843,8841
FREDONIA_1,ngct,PNW,129.1,3.899111935,3.964136697,4.029161459,45.185,129.1,1,1,3.17,54.39474355,9037
FREDONIA_2,ngct,PNW,129.1,3.899111935,3.964136697,4.029161459,45.185,129.1,1,1,3.17,54.39474355,9037
FREDONIA_3,ngct,PNW,58.9,3.899111935,3.964136697,4.029161459,20.615,58.9,1,1,3.17,24.81681173,4123
FREDONIA_4,ngct,PNW,58.9,3.899111935,3.964136697,4.029161459,20.615,58.9,1,1,3.17,24.81681173,4123
GOLDENDALE_G1,ngcc,PNW,170,5.721681446,5.982627186,6.243572926,68,170,1,1,2,78.1386606,11900
GOLDENDALE_G2,ngcc,PNW,114.3,5.721681446,5.982627186,6.243572926,45.72,114.3,1,1,2,52.53675827,8001
GRAYS_HARBOR_CT1,ngcc,PNW,198.9,5.721681446,5.982627186,6.243572926,79.56,198.9,1,1,2,91.4222329,13923
GRAYS_HARBOR_CT2,ngcc,PNW,198.9,5.721681446,5.982627186,6.243572926,79.56,198.9,1,1,2,91.4222329,13923
GRAYS_HARBOR_ST1,ngcc,PNW,300,5.721681446,5.982627186,6.243572926,120,300,1,1,2,137.891754,21000
GRIMES_WAY_1,ngct,PNW,1.1,7.599111935,7.664136697,7.729161459,0.385,1.1,1,1,3.17,0.463471866,77
GRIMES_WAY_2,ngct,PNW,1.1,7.599111935,7.664136697,7.729161459,0.385,1.1,1,1,3.17,0.463471866,77
GRIMES_WAY_3,oil,PNW,1.8,8.489111935,8.554136697,8.619161459,0.63,1.8,1,1,3.17,0.758408508,126
MARCH_POINT_GTG1,ngct,PNW,46.6,3.809111935,3.874136697,3.939161459,16.31,46.6,1,1,3.17,19.6343536,3262
MARCH_POINT_GTG2,ngct,PNW,46.6,3.809111935,3.874136697,3.939161459,16.31,46.6,1,1,3.17,19.6343536,3262
MARCH_POINT_GTG3,ngct,PNW,46.6,3.809111935,3.874136697,3.939161459,16.31,46.6,1,1,3.17,19.6343536,3262
MARCH_POINT_STG1,ngcc,PNW,27,4.331681446,4.592627186,4.853572926,10.8,27,3,3,2,12.41025786,1890
MINT_FARM_1STG,ngcc,PNW,133,6.201681446,6.462627186,6.723572926,53.2,133,1,1,2,61.13201094,9310
MINT_FARM_CTG1,ngcc,PNW,186,6.201681446,6.462627186,6.723572926,74.4,186,1,1,2,85.49288748,13020
NORTHEAST_1,ngcc,PNW,61.8,11.77168145,12.03262719,12.29357293,24.72,61.8,6,6,2,28.40570132,4326
RIVER_ROAD,ngcc,PNW,248,5.931681446,6.192627186,6.453572926,99.2,248,2,2,2,113.9905166,17360
SUMAS_GEN1,ngcc,PNW,87.8,7.311681446,7.572627186,7.833572926,35.12,87.8,3,3,2,40.35632,6146
SUMAS_GEN2,ngcc,PNW,37.7,7.311681446,7.572627186,7.833572926,15.08,37.7,3,3,2,17.32839709,2639
UNIV_OF_WA_DG3,oil,PNW,2,8.489111935,8.554136697,8.619161459,0.7,2,1,1,3.17,0.84267612,140
UNIV_OF_WA_DG4,oil,PNW,2,8.489111935,8.554136697,8.619161459,0.7,2,1,1,3.17,0.84267612,140
UNIV_OF_WA_DG5,oil,PNW,2,8.489111935,8.554136697,8.619161459,0.7,2,1,1,3.17,0.84267612,140
UNIV_OF_WA_DG6,oil,PNW,2,8.489111935,8.554136697,8.619161459,0.7,2,1,1,3.17,0.84267612,140
UNIV_OF_WA_DG7,oil,PNW,2,8.489111935,8.554136697,8.619161459,0.7,2,1,1,3.17,0.84267612,140
UNIV_OF_WA_TG2,ngst,PNW,5,7.697881225,8.402837292,9.107793359,2,5,6,6,2,1.0341903,350
WHITEHORN_2,ngct,PNW,84.6,19.42911193,19.4941367,19.55916146,29.61,84.6,1,1,3.17,35.64519988,5922
WHITEHORN_3,ngct,PNW,84.6,19.42911193,19.4941367,19.55916146,29.61,84.6,1,1,3.17,35.64519988,5922
GRAND_COULEE_PS,psh,PNW,500,0,0,0,0,500,1,1,0,0,0
SLACK,slack,PNW,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000
PNWH,hydro,PNW,26473.5,0,0,0,0,2605,1,1,0,0,0
COLUMBIA_2,nuc,PNW,1200,10,10,10,300,60,1,1,3.17,505.605672,84000
P3I,imports,WECC,2.38E+03,0,0,0,0,561.16,1,1,0,0,0
P8I,imports,WECC,2.11E+03,0,0,0,0,417.5,1,1,0,0,0
P14I,imports,WECC,1.83E+03,0,0,0,0,284.3183716,1,1,0,0,0
P65I,imports,WECC,8.43E+02,0,0,0,0,135.980304,1,1,0,0,0
P66I,imports,WECC,0.00E+00,0,0,0,0,0,1,1,0,0,0
